,original_title,revenue,budget,profit,revenue_adj,budget_adj,profit_adj
10181,Family Plot,7900000,2000000,5900000,30270414.424963597,7663396.05695282,22607018.368010778
10182,The Outlaw Josey Wales,31800000,3700000,28100000,121847997.305549,14177282.705362698,107670714.6001863
10183,Marathon Man,21709020,6500000,15209020,83182409.134155,24906037.1850966,58276371.949058406
10184,Stay Hungry,0,0,0,0.0,0.0,0.0
10185,Network,23689877,3800000,19889877,90772454.9957487,14560452.5082103,76212002.4875384
10186,The Eagle Has Landed,0,0,0,0.0,0.0,0.0
10187,Up!,0,0,0,0.0,0.0,0.0
10188,Murder by Death,0,0,0,0.0,0.0,0.0
10189,Silver Streak,51079064,0,51079064,195719548.82522,0.0,195719548.82522
10190,Assault on Precinct 13,0,150000,-150000,0.0,574754.704271461,-574754.704271461
10191,The Pink Panther Strikes Again,33833201,6000000,27833201,129638609.568746,22990188.170858398,106648421.3978876
10192,Futureworld,0,0,0,0.0,0.0,0.0
10193,The Shootist,0,0,0,0.0,0.0,0.0
10194,The Cassandra Crossing,0,0,0,0.0,0.0,0.0
10195,The Killing of a Chinese Bookie,0,0,0,0.0,0.0,0.0
10196,The Missouri Breaks,0,0,0,0.0,0.0,0.0
10197,Freaky Friday,0,0,0,0.0,0.0,0.0
10198,The Boy in the Plastic Bubble,0,0,0,0.0,0.0,0.0
10199,The Man Who Fell to Earth,0,1500000,-1500000,0.0,5747547.04271462,-5747547.04271462
10200,The Little Girl Who Lives Down the Lane,0,0,0,0.0,0.0,0.0
10201,Alice Sweet Alice,0,0,0,0.0,0.0,0.0
10202,Two-Minute Warning,0,0,0,0.0,0.0,0.0
10203,Obsession,0,0,0,0.0,0.0,0.0
10204,Robin and Marian,0,0,0,0.0,0.0,0.0
10205,Bugsy Malone,0,0,0,0.0,0.0,0.0
10206,Silent Movie,0,0,0,0.0,0.0,0.0
10207,Burnt Offerings,0,0,0,0.0,0.0,0.0
10208,A Star Is Born,161000000,6000000,155000000,616903382.5847019,22990188.170858398,593913194.4138435
10209,Squirm,0,0,0,0.0,0.0,0.0
10210,Midway,0,0,0,0.0,0.0,0.0
10211,The Front,0,0,0,0.0,0.0,0.0
10212,Cannonball,0,0,0,0.0,0.0,0.0
10213,The Song Remains the Same,0,0,0,0.0,0.0,0.0
10214,Car Wash,0,0,0,0.0,0.0,0.0
10215,Î¤Î± Ï€Î±Î¹Î´Î¹Î¬ Ï„Î¿Ï… Î´Î¹Î±Î²ÏŒÎ»Î¿Ï…,0,0,0,0.0,0.0,0.0
10216,Du bi quan wang da po xue di zi,0,0,0,0.0,0.0,0.0
10217,The Food of the Gods,0,0,0,0.0,0.0,0.0
10218,The Bad News Bears,35323292,35000000,323292,135348188.315696,134109430.996674,1238757.3190219998
10219,The Town That Dreaded Sundown,0,0,0,0.0,0.0,0.0
10220,Groundhog Day,70906973,14600000,56306973,107031945.81848101,22038261.440801103,84993684.37767991
10221,The Nightmare Before Christmas,75634409,18000000,57634409,114167868.45633401,27170459.3105767,86997409.14575732
10222,Schindler's List,321265768,22000000,299265768,484941026.518066,33208339.1573716,451732687.3606944
10223,Jurassic Park,920100000,63000000,857100000,1388863311.75898,95096607.5870186,1293766704.1719615
10224,Demolition Man,159055768,57000000,102055768,240089904.03091803,86039787.8168264,154050116.21409163
10225,Mrs. Doubtfire,441286195,25000000,416286195,666108255.864819,37736749.0424677,628371506.8223513
10226,The Fugitive,368875760,44000000,324875760,556806879.318782,66416678.3147432,490390201.00403875
10227,In the Line of Fire,176997168,40000000,136997168,267171908.40173998,60378798.46794829,206793109.9337917
10228,Philadelphia,206678440,26000000,180678440,311974896.910748,39246219.0041664,272728677.9065816
10229,Dazed and Confused,7993039,6900000,1093039,12065252.2731862,10415342.735721001,1649909.537465198
10230,Last Action Hero,137298489,85000000,52298489,207247944.93212,128304946.74439,78942998.18773
10231,A Perfect World,135130999,30000000,105130999,203976183.88483799,45284098.85096121,158692085.03387678
10232,Robin Hood: Men in Tights,35739755,20000000,15739755,53948086.610971205,30189399.233974103,23758687.376997102
10233,Addams Family Values,48919043,0,48919043,73841825.9635475,0.0,73841825.9635475
10234,Cliffhanger,255000211,70000000,185000211,384915158.731332,105662897.31890899,279252261.412423
10235,Sliver,116300000,40000000,76300000,175551356.54555902,60378798.46794829,115172558.07761073
10236,Teenage Mutant Ninja Turtles III,42,21,21,63.397738391345705,31.698869195672803,31.698869195672902
10237,Stalingrad,0,0,0,0.0,0.0,0.0
10238,The Wrong Trousers,0,0,0,0.0,0.0,0.0
10239,Cool Runnings,154864401,14000000,140864401,233763161.445963,21132579.463781897,212630581.9821811
10240,Sleepless in Seattle,227799884,21000000,206799884,343857082.17645,31698869.195672803,312158212.9807772
10241,Tombstone,56505065,25000000,31505065,85292698.301333,37736749.0424677,47555949.2588653
10242,Benny & Joon,23202734,0,23202734,35023830.0022853,0.0,35023830.0022853
10243,For Love or Money,11146270,30000000,-18853730,16824959.7499834,45284098.85096121,-28459139.10097781
10244,Carlito's Way,36516012,30000000,6516012,55119823.2350296,45284098.85096121,9835724.384068392
10245,Hot Shots! Part Deux,133752825,25000000,108752825,201895871.62984398,37736749.0424677,164159122.5873763
10246,True Romance,12281551,12500000,-218449,18538632.3175707,18868374.5212338,-329742.20366309956
10247,Super Mario Bros.,20844907,42000000,-21155093,31464760.970903102,63397738.3913457,-31932977.4204426
10248,Sister Act 2: Back in the Habit,57319029,38000000,19319029,86521352.5092372,57359858.5445509,29161493.964686297
10249,Judgment Night,12136938,0,12136938,18320343.3379996,0.0,18320343.3379996
10250,The Pelican Brief,195268056,45000000,150268056,294751265.011301,67926148.2764419,226825116.73485908
10251,The Three Musketeers,53898845,30000000,23898845,81358687.49775459,45284098.85096121,36074588.64679338
10252,RoboCop 3,10696210,22000000,-11303790,16145607.699021302,33208339.1573716,-17062731.458350297
10253,What's Eating Gilbert Grape,30000000,11000000,19000000,45284098.85096121,16604169.5786858,28679929.27227541
10254,Dennis the Menace,117270765,35000000,82270765,177016697.152928,52831448.6594548,124185248.4934732
10255,Kalifornia,2395231,9000000,-6604769,3615529.24582956,13585229.655288301,-9969700.409458742
10256,A Bronx Tale,17287898,22000000,-4712102,26095562.7319111,33208339.1573716,-7112776.425460499
10257,Manhattan Murder Mystery,11285588,13500000,-2214412,17035256.0861074,20377844.4829325,-3342588.396825101
10258,Falling Down,40903593,25000000,15903593,61742744.9590495,37736749.0424677,24005995.916581802
10259,The Sandlot,32416586,0,32416586,48931862.8278229,0.0,48931862.8278229
10260,The Firm,270248367,42000000,228248367,407931792.18462795,63397738.3913457,344534053.7932823
10261,The Dark Half,10611160,15000000,-4388840,16017227.278778799,22642049.425480604,-6624822.146701805
10262,Nowhere to Run,0,0,0,0.0,0.0,0.0
10263,Hocus Pocus,39514713,28000000,11514713,59646272.318645395,42265158.927563794,17381113.3910816
10264,Point of No Return,0,0,0,0.0,0.0,0.0
10265,In the Name of the Father,65796862,13000000,52796862,99318386.76303521,19623109.5020832,79695277.26095201
10266,Body Snatchers,428868,13000000,-12571132,647363.363533802,19623109.5020832,-18975746.1385494
10267,Free Willy,153698625,20000000,133698625,232003457.591894,30189399.233974103,201814058.3579199
10268,Mad Dog and Glory,11081586,0,11081586,16727321.194980899,0.0,16727321.194980899
10269,Son in Law,36448200,0,36448200,55017463.05798679,0.0,55017463.05798679
10270,The Vanishing,0,0,0,0.0,0.0,0.0
10271,Joshua Tree,0,0,0,0.0,0.0,0.0
10272,This Boyâ€™s Life,4104962,0,4104962,6196316.83291465,0.0,6196316.83291465
10273,Striking Distance,0,30,-30,0.0,45.2840988509612,-45.2840988509612
10274,The Piano,116700000,7000000,109700000,176155144.530239,10566289.7318909,165588854.7983481
10275,Geronimo: An American Legend,18635620,35000000,-16364380,28129908.607631702,52831448.6594548,-24701540.0518231
10276,Bound by Honor,0,35000000,-35000000,0.0,52831448.6594548,-52831448.6594548
10277,Homeward Bound: The Incredible Journey,0,0,0,0.0,0.0,0.0
10278,Much Ado About Nothing,0,8000000,-8000000,0.0,12075759.6935896,-12075759.6935896
10279,The Good Son,44456478,17000000,27456478,67105718.1439195,25660989.348878,41444728.7950415
10280,Wayne's World 2,47965000,0,47965000,72401726.71287851,0.0,72401726.71287851
10281,Hard Target,74189677,18000000,56189677,111987088.899629,27170459.3105767,84816629.58905229
10282,The Remains of the Day,23237911,11500000,11737911,35076928.627128005,17358904.559535097,17718024.067592908
10283,Batman: Mask of the Phantasm,5617391,6000000,-382609,8479282.97761667,9056819.77019225,-577536.792575581
10284,The Age of Innocence,32255440,34000000,-1744560,48688617.781375,51321978.697756104,-2633360.916381106
10285,Trois couleurs : Bleu,0,0,0,0.0,0.0,0.0
10286,Rising Sun,0,0,0,0.0,0.0,0.0
10287,Fearless,0,0,0,0.0,0.0,0.0
10288,Another Stakeout,0,0,0,0.0,0.0,0.0
10289,Dave,63000000,0,63000000,95096607.5870186,0.0,95096607.5870186
10290,Needful Things,0,0,0,0.0,0.0,0.0
10291,Alive,36733909,32000000,4733909,55448732.21127379,48303038.774358705,7145693.436915085
10292,Malice,46405336,0,46405336,70047460.7545357,0.0,70047460.7545357
10293,Sniper,18994653,0,18994653,28671858.136390198,0.0,28671858.136390198
10294,Jason Goes to Hell: The Final Friday,15,3000000,-2999985,22.6420494254806,4528409.88509612,-4528387.243046694
10295,Sommersby,140081992,0,140081992,211449559.098918,0.0,211449559.098918
10296,Grumpy Old Men,0,0,0,0.0,0.0,0.0
10297,National Lampoon's Loaded Weapon 1,27,8,19,40.755688965865104,12.0757596935896,28.679929272275505
10298,Look Who's Talking Now!,0,0,0,0.0,0.0,0.0
10299,Rudy,22750363,12000000,10750363,34340989.5662417,18113639.5403845,16227350.025857195
10300,Shadowlands,0,22000000,-22000000,0.0,33208339.1573716,-33208339.1573716
10301,Splitting Heirs,3200000,0,3200000,4830303.87743587,0.0,4830303.87743587
10302,Coneheads,0,0,0,0.0,0.0,0.0
10303,Beethoven's 2nd,118243066,15000000,103243066,178484356.306157,22642049.425480604,155842306.8806764
10304,Gettysburg,25000000,0,25000000,37736749.0424677,0.0,37736749.0424677
10305,Short Cuts,6110979,0,6110979,9224339.23707161,0.0,9224339.23707161
10306,So I Married an Axe Murderer,11585483,20000000,-8414517,17487938.580271,30189399.233974103,-12701460.653703105
10307,The House of the Spirits,6,25000000,-24999994,9.05681977019225,37736749.0424677,-37736739.98564793
10308,Sirens,7770731,0,7770731,11729685.0249409,0.0,11729685.0249409
10309,Weekend at Bernie's II,0,0,0,0.0,0.0,0.0
10310,Naked,0,0,0,0.0,0.0,0.0
10311,Babylon 5: The Gathering,0,0,0,0.0,0.0,0.0
10312,Indecent Proposal,266614059,38000000,228614059,402445913.427067,57359858.5445509,345086054.8825161
10313,Arizona Dream,0,19000000,-19000000,0.0,28679929.272275396,-28679929.272275396
10314,Romeo Is Bleeding,0,10000000,-10000000,0.0,15094699.616987,-15094699.616987
10315,Menace II Society,27900000,3500000,24400000,42114211.9313939,5283144.86594548,36831067.06544842
10316,The Tommyknockers,0,12,-12,0.0,18.1136395403845,-18.1136395403845
10317,Body of Evidence,13273595,30000000,-16726405,20036092.936254103,45284098.85096121,-25248005.914707106
10318,My Life,27484464,0,27484464,41486972.821389504,0.0,41486972.821389504
10319,Heaven & Earth,0,33000000,-33000000,0.0,49812508.7360574,-49812508.7360574
10320,Sharpe's Rifles,0,0,0,0.0,0.0,0.0
10321,The Man Without a Face,24760338,0,24760338,37374986.452507004,0.0,37374986.452507004
10322,Heart and Souls,16589540,0,16589540,25041412.3083992,0.0,25041412.3083992
10323,Red Rock West,2000000,8000000,-6000000,3018939.92339741,12075759.6935896,-9056819.77019219
10324,What's Love Got to Do with It,0,0,0,0.0,0.0,0.0
10325,Six Degrees of Separation,0,0,0,0.0,0.0,0.0
10326,Amos & Andrew,0,0,0,0.0,0.0,0.0
10327,Leprechaun,8556940,900000,7656940,12916443.894058099,1358522.96552883,11557920.92852927
10328,Body Bags,0,0,0,0.0,0.0,0.0
10329,Rookie of the Year,53579269,0,53579269,80876297.12527479,0.0,80876297.12527479
10330,Fatal Instinct,0,0,0,0.0,0.0,0.0
10331,Son of the Pink Panther,2438031,25000000,-22561969,3680134.56019026,37736749.0424677,-34056614.48227744
10332,Bad Boy Bubby,0,750000,-750000,0.0,1132102.47127403,-1132102.47127403
10333,And the Band Played On,0,0,0,0.0,0.0,0.0
10334,The Secret Garden,0,0,0,0.0,0.0,0.0
10335,Little Buddha,4858139,35000000,-30141861,7333214.890257001,52831448.6594548,-45498233.7691978
10336,Killing Zoe,418961,1500000,-1081039,632409.044623252,2264204.94254806,-1631795.8979248079
10337,Mr. Jones,0,0,0,0.0,0.0,0.0
10338,Poetic Justice,27515786,14000000,13515786,41534252.4395298,21132579.463781897,20401672.975747902
10339,Germinal,0,0,0,0.0,0.0,0.0
10340,Matinee,9532895,0,9532895,14389618.650527801,0.0,14389618.650527801
10341,Searching for Bobby Fischer,7266383,0,7266383,10968386.8686981,0.0,10968386.8686981
10342,Even Cowgirls Get the Blues,0,8000000,-8000000,0.0,12075759.6935896,-12075759.6935896
10343,M. Butterfly,1499795,0,1499795,2263895.50120591,0.0,2263895.50120591
10344,Children of the Corn II: The Final Sacrifice,6980986,900000,6080986,10537588.6700392,1358522.96552883,9179065.704510368
10345,Swing Kids,5632086,0,5632086,8501464.63870383,0.0,8501464.63870383
10346,Freaked,0,0,0,0.0,0.0,0.0
10347,The Program,23042200,0,23042200,34781508.7514539,0.0,34781508.7514539
10348,The Joy Luck Club,32861136,11000000,21861136,49602897.699296005,16604169.5786858,32998728.120610207
10349,Made in America,0,22000000,-22000000,0.0,33208339.1573716,-33208339.1573716
10350,The Beverly Hillbillies,0,0,0,0.0,0.0,0.0
10351,Cop and Â½,0,0,0,0.0,0.0,0.0
10352,Untamed Heart,18899204,0,18899204,28527780.738016,0.0,28527780.738016
10353,Warlock: The Armageddon,0,0,0,0.0,0.0,0.0
10354,The Crush,13609396,6000000,7609396,20542974.4588625,9056819.77019225,11486154.688670248
10355,Fire in the Sky,19724334,19885552,-161218,29773289.6875125,30016643.415797602,-243353.72828510404
10356,We're Back! A Dinosaur's Story,9317021,0,9317021,14063763.332016,0.0,14063763.332016
10357,King of the Hill,0,0,0,0.0,0.0,0.0
10358,American Ninja 5,0,0,0,0.0,0.0,0.0
10359,"Double, Double, Toil and Trouble",0,0,0,0.0,0.0,0.0
10360,Cronos,0,0,0,0.0,0.0,0.0
10361,Fong Sai Yuk juk jaap,2967668,0,2967668,4479605.70229448,0.0,4479605.70229448
10362,Cyborg 2,0,5000000,-5000000,0.0,7547349.80849354,-7547349.80849354
10363,Sing si lip yan,0,0,0,0.0,0.0,0.0
10364,Only the Strong,3283371,6000000,-2716629,4956149.89761265,9056819.77019225,-4100669.8725796007
10365,Father Hood,3418141,0,3418141,5159581.16435078,0.0,5159581.16435078
10366,Zhong an zu,194720,0,194720,293923.990941972,0.0,293923.990941972
10367,Undercover Blues,12416686,0,12416686,18742614.5408449,0.0,18742614.5408449
10368,Man's Best Friend,12974636,6000000,6974636,19584823.3059746,9056819.77019225,10528003.535782348
10369,Boxing Helena,1796389,0,1796389,2711595.23502598,0.0,2711595.23502598
10370,Fong Sai Yuk,3956913,0,3956913,5972841.31455512,0.0,5972841.31455512
10371,The Thing Called Love,0,14000000,-14000000,0.0,21132579.463781897,-21132579.463781897
10372,Cannibal! The Musical,0,125000,-125000,0.0,188683.74521233802,-188683.74521233802
10373,Once Upon a Forest,6574896,0,6574896,9924608.01329299,0.0,9924608.01329299
10374,Ticks,0,2000000,-2000000,0.0,3018939.92339741,-3018939.92339741
10375,Necronomicon,0,0,0,0.0,0.0,0.0
10376,Just One of the Girls,0,0,0,0.0,0.0,0.0
10377,The Meteor Man,0,30,-30,0.0,45.2840988509612,-45.2840988509612
10378,Dragon: The Bruce Lee Story,63513743,14000000,49513743,95872087.2135516,21132579.463781897,74739507.7497697
10379,The Snapper,0,0,0,0.0,0.0,0.0
10380,Mr. Nanny,0,0,0,0.0,0.0,0.0
10381,Return of the Living Dead 3,54207,2000000,-1945793,81823.83821380191,3018939.92339741,-2937116.0851836083
10382,Boiling Point,0,0,0,0.0,0.0,0.0
10383,Doppelganger,0,0,0,0.0,0.0,0.0
10384,The Adventures of Huck Finn,0,0,0,0.0,0.0,0.0
10385,å¤ªæžå¼ ä¸‰ä¸°,0,0,0,0.0,0.0,0.0
10386,The Making of 'The Nightmare Before Christmas',0,0,0,0.0,0.0,0.0
10387,My Boyfriend's Back,0,0,0,0.0,0.0,0.0
10388,The Real McCoy,0,0,0,0.0,0.0,0.0
10389,Surf Ninjas,4916135,0,4916135,7420758.11015568,0.0,7420758.11015568
10390,Wong Fei Hung V: Tit gai dau ng gung,0,0,0,0.0,0.0,0.0
10391,Xi yan,6933459,1000000,5933459,10465848.0911695,1509469.9616987,8956378.129470801
10392,"Clean, Shaven",0,68000,-68000,0.0,102643.95739551198,-102643.95739551198
10393,AcciÃ³n mutante,0,0,0,0.0,0.0,0.0
10394,CB4,17953778,0,17953778,27100688.5900071,0.0,27100688.5900071
10395,12:01,0,0,0,0.0,0.0,0.0
10396,The Thief and the Cobbler,0,0,0,0.0,0.0,0.0
10397,Bill Hicks: Revelations,0,0,0,0.0,0.0,0.0
10398,The Jungle Book,205843612,4000000,201843612,1345551058.9884,26147054.9591484,1319404004.0292516
10399,The Graduate,104397102,3000000,101397102,682419190.892457,19610291.2193613,662808899.6730957
10400,Casino Royale,41744718,12000000,29744718,272875358.950038,78441164.87744541,194434194.07259262
10401,You Only Live Twice,111584787,9500000,102084787,729403389.573469,62099255.5279776,667304134.0454915
10402,Bonnie and Clyde,50700000,2500000,48200000,331413921.607207,16341909.3494678,315072012.2577392
10403,Belle de jour,0,0,0,0.0,0.0,0.0
10404,Cool Hand Luke,16217773,3000000,13217773,106011750.486498,19610291.2193613,86401459.2671367
10405,Wait Until Dark,11000000,4000000,7000000,71904401.1376583,26147054.9591484,45757346.1785099
10406,Dance of the Vampires,0,0,0,0.0,0.0,0.0
10407,The Producers,0,947000,-947000,0.0,6190315.261578401,-6190315.261578401
10408,Billion Dollar Brain,0,0,0,0.0,0.0,0.0
10409,The Dirty Dozen,45300000,25000000,20300000,296115397.412356,163419093.494678,132696303.91767803
10410,In the Heat of the Night,27379978,2000000,25379978,178976447.386569,13073527.4795742,165902919.9069948
10411,The Night of the Generals,0,0,0,0.0,0.0,0.0
10412,"To Sir, with Love",0,640000,-640000,0.0,4183528.79346375,-4183528.79346375
10413,Guess Who's Coming to Dinner,56666667,4000000,52666667,370416614.100191,26147054.9591484,344269559.1410426
10414,Quatermass and the Pit,0,0,0,0.0,0.0,0.0
10415,In Cold Blood,0,3500000,-3500000,0.0,22878673.089254897,-22878673.089254897
10416,The Taming of the Shrew,0,0,0,0.0,0.0,0.0
10417,Carry On Doctor,0,0,0,0.0,0.0,0.0
10418,Doctor Dolittle,9000000,18000000,-9000000,58830873.65808411,117661747.316168,-58830873.658083886
10419,Hombre,0,0,0,0.0,0.0,0.0
10420,Valley of the Dolls,50000000,5000000,45000000,326838186.989356,32683818.6989356,294154368.29042035
10421,Barefoot in the Park,0,0,0,0.0,0.0,0.0
10422,Two for the Road,0,0,0,0.0,0.0,0.0
10423,Point Blank,0,0,0,0.0,0.0,0.0
10424,The War Wagon,6000000,0,6000000,39220582.43872271,0.0,39220582.43872271
10425,A Countess from Hong Kong,2000000,3500000,-1500000,13073527.4795742,22878673.089254897,-9805145.609680697
10426,Magical Mystery Tour,0,0,0,0.0,0.0,0.0
10427,Spider Baby,0,65000,-65000,0.0,424889.643086163,-424889.643086163
10428,KaijÅ«tÅ no Kessen: Gojira no Musuko,0,0,0,0.0,0.0,0.0
10429,Bedazzled,0,0,0,0.0,0.0,0.0
10430,Dont Look Back,0,0,0,0.0,0.0,0.0
10431,The Gnome-Mobile,0,0,0,0.0,0.0,0.0
10432,Thoroughly Modern Millie,0,0,0,0.0,0.0,0.0
10433,Frankenstein Created Woman,0,0,0,0.0,0.0,0.0
10434,Six Men Getting Sick,0,200,-200,0.0,1307.35274795742,-1307.35274795742
10435,Who's That Knocking at My Door,0,0,0,0.0,0.0,0.0
10436,Follow That Camel,0,0,0,0.0,0.0,0.0
10437,In Like Flint,0,0,0,0.0,0.0,0.0
10438,From Russia With Love,78898765,2500000,76398765,561773358.994459,17800448.428896803,543972910.5655622
10439,The Sword in the Stone,0,0,0,0.0,0.0,0.0
10440,The Birds,11403529,2500000,8903529,81195171.9487717,17800448.428896803,63394723.5198749
10441,Charade,13474588,4000000,9474588,95941483.5178528,28480717.4862349,67460766.0316179
10442,Dinner for One,0,0,0,0.0,0.0,0.0
10443,Cleopatra,57750000,31115000,26635000,411190358.707516,221544381.14604902,189645977.561467
10444,"It's a Mad, Mad, Mad, Mad World",0,9400000,-9400000,0.0,66929686.092652,-66929686.092652
10445,The Pink Panther,10878107,0,10878107,77454073.06300859,0.0,77454073.06300859
10446,The Great Escape,5000000,4000000,1000000,35600896.85779361,28480717.4862349,7120179.371558707
10447,The Haunting,0,0,0,0.0,0.0,0.0
10448,Lord of the Flies,0,0,0,0.0,0.0,0.0
10449,Irma la Douce,0,0,0,0.0,0.0,0.0
10450,Murder at the Gallop,0,0,0,0.0,0.0,0.0
10451,The Day of the Triffids,0,750000,-750000,0.0,5340134.52866904,-5340134.52866904
10452,Hud,0,0,0,0.0,0.0,0.0
10453,Tom Jones,0,1000000,-1000000,0.0,7120179.37155872,-7120179.37155872
10454,The Raven,0,0,0,0.0,0.0,0.0
10455,Donovan's Reef,0,0,0,0.0,0.0,0.0
10456,Shock Corridor,0,0,0,0.0,0.0,0.0
10457,55 Days at Peking,10000000,17000000,-7000000,71201793.71558721,121043049.316498,-49841255.60091078
10458,The Terror,0,0,0,0.0,0.0,0.0
10459,Le Feu follet,0,0,0,0.0,0.0,0.0
10460,The Nutty Professor,0,0,0,0.0,0.0,0.0
10461,This Sporting Life,0,0,0,0.0,0.0,0.0
10462,McLintock!,0,0,0,0.0,0.0,0.0
10463,Jason and the Argonauts,0,1000000,-1000000,0.0,7120179.37155872,-7120179.37155872
10464,X: The Man with the X-Ray Eyes,0,0,0,0.0,0.0,0.0
10465,Billy Liar,0,0,0,0.0,0.0,0.0
10466,The Haunted Palace,0,0,0,0.0,0.0,0.0
10467,The Servant,0,0,0,0.0,0.0,0.0
10468,Lilies of the Field,0,0,0,0.0,0.0,0.0
10469,The Prize,0,0,0,0.0,0.0,0.0
10470,The Kiss of the Vampire,0,0,0,0.0,0.0,0.0
10471,La frusta e il corpo,0,66500,-66500,0.0,473491.928208655,-473491.928208655
10472,Aliens,131060248,18500000,112560248,260732097.580384,36804018.6009499,223928078.97943407
10473,Highlander,5900000,16000000,-10100000,11737497.8240867,31830502.5737945,-20093004.7497078
10474,Platoon,138530565,6000000,132530565,275593594.111357,11936438.4651729,263657155.6461841
10475,Top Gun,356830601,15000000,341830601,709881085.221197,29841096.1629323,680039989.0582647
10476,Ferris Bueller's Day Off,70136369,6000000,64136369,139529742.123193,11936438.4651729,127593303.6580201
10477,Stand by Me,52287000,8000000,44287000,104020093.004749,15915251.2868972,88104841.7178518
10478,AstÃ©rix chez les Bretons,0,0,0,0.0,0.0,0.0
10479,An American Tail,84542002,0,84542002,168188400.765921,0.0,168188400.765921
10480,The Fly,60629159,15000000,45629159,120616037.599781,29841096.1629323,90774941.4368487
10481,Nine 1/2 Weeks,6735922,17000000,-10264078,13400486.4098674,33819908.9846567,-20419422.5747893
10482,The Great Mouse Detective,82424789,14000000,68424789,163976403.65056002,27851689.752070196,136124713.89848983
10483,Pirates,1641825,40000000,-38358175,3266257.18051376,79576256.43448628,-76309999.25397253
10484,Allan Quatermain and the Lost City of Gold,0,0,0,0.0,0.0,0.0
10485,Short Circuit,40697761,0,40697761,80964386.6411359,0.0,80964386.6411359
10486,Blue Velvet,8551228,6000000,2551228,17011867.803944,11936438.4651729,5075429.338771099
10487,Star Trek IV: The Voyage Home,133000000,24000000,109000000,264591052.644667,47745753.86069179,216845298.7839752
10488,Howard the Duck,37962774,37000000,962774,75523385.9697112,73608037.2018998,1915348.7678114027
10489,Big Trouble in Little China,11000000,25000000,-14000000,21883470.5194837,49735160.271553904,-27851689.752070203
10490,The Color of Money,52293982,13800000,38493982,104033983.04031,27453808.4698977,76580174.5704123
10491,The Name of the Rose,77200000,20000000,57200000,153582174.918558,39788128.217243105,113794046.7013149
10492,Labyrinth,12729917,25000000,-12270083,25324978.489543103,49735160.271553904,-24410181.7820108
10493,Cobra,49042224,0,49042224,97564914.828538,0.0,97564914.828538
10494,The Hitcher,5844868,0,5844868,11627817.869842999,0.0,11627817.869842999
10495,"The Karate Kid, Part II",115103979,113,115103866,228988593.73834303,224.802924427423,228988368.9354186
10496,Flight of the Navigator,18564613,0,18564613,36932560.1173749,0.0,36932560.1173749
10497,Â¡Three Amigos!,0,25000000,-25000000,0.0,49735160.271553904,-49735160.271553904
10498,Raw Deal,16209459,8500000,7709459,32247201.651207298,16909954.4923283,15337247.158878997
10499,Crocodile Dundee,328203506,5000000,323203506,652930158.903837,9947032.05431079,642983126.8495262
10500,Heartbreak Ridge,42724017,15000000,27724017,84995433.3175838,29841096.1629323,55154337.1546515
10501,The Golden Child,79817939,25000000,54817939,158790319.548404,49735160.271553904,109055159.2768501
10502,Ruthless People,71624879,0,71624879,142490993.459826,0.0,142490993.459826
10503,Poltergeist II: The Other Side,40996665,19000000,21996665,81559028.1749682,37798721.806381,43760306.368587196
10504,The Money Pit,54999651,10000000,44999651,109416658.29458101,19894064.1086215,89522594.18595952
10505,Little Shop of Horrors,38748395,25000000,13748395,77086305.4236192,49735160.271553904,27351145.152065292
10506,Nothing in Common,0,0,0,0.0,0.0,0.0
10507,The Mission,17218023,24500000,-7281977,34253645.3385721,48740457.0661229,-14486811.727550797
10508,Hoosiers,28607524,9000000,19607524,56911991.644493006,17904657.6977594,39007333.94673361
10509,Friday the 13th Part VI: Jason Lives,19472057,3000000,16472057,38737835.028473295,5968219.23258647,32769615.795886826
10510,The Mosquito Coast,14302779,0,14302779,28454040.235744603,0.0,28454040.235744603
10511,From Beyond,1261000,4500000,-3239000,2508641.48409718,8952328.84887971,-6443687.36478253
10512,"No Retreat, No Surrender",4662137,0,4662137,9274885.23611767,0.0,9274885.23611767
10513,Police Academy 3: Back in Training,43579163,0,43579163,86696666.252207,0.0,86696666.252207
10514,Critters,13167232,2000000,11167232,26194975.7541093,3978812.82172431,22216162.93238499
10515,Pretty in Pink,40471663,0,40471663,80514585.8304528,0.0,80514585.8304528
10516,Sid & Nancy,2826523,4000000,-1173477,5623102.97664934,7957625.64344863,-2334522.66679929
10517,Crossroads,5738952,0,5738952,11417107.900430199,0.0,11417107.900430199
10518,DÃ¨moni 2,0,1500000,-1500000,0.0,2984109.61629323,-2984109.61629323
10519,Hannah and Her Sisters,40084041,6400000,33684041,79743448.1386616,12732201.029517801,67011247.10914379
10520,Soul Man,0,0,0,0.0,0.0,0.0
10521,King Kong Lives,4711220,10000000,-5288780,9372531.27098202,19894064.1086215,-10521532.83763948
10522,Salvador,0,4500000,-4500000,0.0,8952328.84887971,-8952328.84887971
10523,The Transformers: The Movie,5706456,0,5706456,11352460.149702802,0.0,11352460.149702802
10524,Jumpin' Jack Flash,0,0,0,0.0,0.0,0.0
10525,Down and Out in Beverly Hills,62134225,14000000,48134225,123610225.548951,27851689.752070196,95758535.79688081
10526,The Big Easy,0,0,0,0.0,0.0,0.0
10527,Maximum Overdrive,7433663,10000000,-2566337,14788576.8283888,19894064.1086215,-5105487.2802327
10528,A Room with a View,20966644,3000000,17966644,41711175.9878646,5968219.23258647,35742956.755278125
